Fecha,Cliente,Importe,Concepto,Cantidad,Región,Código,Estado,Fecha_2,Cliente_2,Importe_2,Concepto_2,Cantidad_2,Región_2,Código_2,Estado_2,Fecha_3,Cliente_3,Importe_3,Concepto_3,Cantidad_3,Región_3,Código_3,Estado_3,Fecha_4,Cliente_4,Importe_4,Concepto_4,Cantidad_4,Región_4,Código_4,Estado_4,Fecha_5,Cliente_5,Importe_5,Concepto_5,Cantidad_5,Región_5,Código_5,Estado_5
2024-03-13,Núñez Ortega y Cía.,2846.76,Formación interna,88,Madrid,D-0997,Anulado,2024-03-21,Núñez Ortega y Cía.,4623.99,Revisión anual de equipos,450,Andalucía,F-8163,En revisión,2024-03-29,García S.L.,2219.89,Transporte de mercancía,23,Galicia,B-0441,Pendiente,2024-04-06,García S.L.,1460.69,Revisión anual de equipos,230,Madrid,H-4389,En revisión,2024-04-14,Ibáñez Logística,4602.56,Revisión anual de equipos,387,Aragón,D-4567,Pendiente
2024-03-14,Ibáñez Logística,639.18,Compra de material informático,369,Aragón,E-8066,Pagado,2024-03-22,Núñez Ortega y Cía.,2233.14,Servicio de mantenimiento,496,País Vasco,C-2285,En revisión,2024-03-30,Núñez Ortega y Cía.,1055.33,Consultoría técnica,394,Cataluña,G-5695,Anulado,2024-04-07,Peña & Hijos,2700.28,Consultoría técnica,84,País Vasco,F-9140,Anulado,2024-04-15,"Taller ""El Rápido""",2913.79,Revisión anual de equipos,89,Galicia,B-7464,Pendiente
2024-03-15,"Fernández, Asociados",3527.88,Revisión anual de equipos,366,Aragón,H-8611,Pendiente,2024-03-23,"Taller ""El Rápido""",1410.61,Revisión anual de equipos,46,Galicia,D-9300,En revisión,2024-03-31,Núñez Ortega y Cía.,1969.55,Transporte de mercancía,392,Madrid,G-2016,Pendiente,2024-04-08,Muñoz Hermanos,4003.86,Transporte de mercancía,474,Aragón,E-9758,Pagado,2024-04-16,García S.L.,3386.72,Consultoría técnica,333,Madrid,C-4152,Pagado
2024-03-16,García S.L.,2238.71,Servicio de mantenimiento,488,Andalucía,B-3546,Pagado,2024-03-24,Ibáñez Logística,284.52,Consultoría técnica,176,País Vasco,D-3238,En revisión,2024-04-01,Ibáñez Logística,4803.78,Servicio de mantenimiento,66,Aragón,B-5950,Pendiente,2024-04-09,Acme Distribuciones S.L.,3128.81,Formación interna,239,Aragón,G-5070,Pagado,2024-04-17,García S.L.,2154.75,Revisión anual de equipos,490,Aragón,H-1070,Pagado
2024-03-17,Ibáñez Logística,3439.93,Revisión anual de equipos,127,Madrid,H-2363,Anulado,2024-03-25,Núñez Ortega y Cía.,851.58,Revisión anual de equipos,159,Cataluña,D-8535,En revisión,2024-04-02,Núñez Ortega y Cía.,1153.35,Formación interna,176,Aragón,E-3588,En revisión,2024-04-10,Acme Distribuciones S.L.,615.10,Revisión anual de equipos,208,País Vasco,F-6658,Pendiente,2024-04-18,García S.L.,3719.88,Transporte de mercancía,346,Aragón,E-8989,Pagado
2024-03-18,García S.L.,3760.29,Compra de material informático,384,Madrid,C-5162,Anulado,2024-03-26,Acme Distribuciones S.L.,3300.27,Compra de material informático,381,País Vasco,D-7616,Pagado,2024-04-03,Muñoz Hermanos,1434.02,Revisión anual de equipos,207,Aragón,D-0531,Pagado,2024-04-11,García S.L.,4616.70,Compra de material informático,282,Galicia,D-5198,Pagado,2024-04-19,"Fernández, Asociados",2819.61,Compra de material informático,137,Aragón,E-1835,Anulado
2024-03-19,"Taller ""El Rápido""",1622.91,Consultoría técnica,178,Madrid,D-3017,En revisión,2024-03-27,Peña & Hijos,509.98,Transporte de mercancía,217,Madrid,F-6840,Pagado,2024-04-04,Ibáñez Logística,4005.41,Revisión anual de equipos,123,Cataluña,G-3760,Pagado,2024-04-12,Ibáñez Logística,1820.63,Transporte de mercancía,60,País Vasco,H-4926,Anulado,2024-04-20,Muñoz Hermanos,2577.03,Transporte de mercancía,433,Galicia,F-7162,Anulado
2024-03-20,Acme Distribuciones S.L.,4401.10,Compra de material informático,366,Madrid,C-4323,Anulado,2024-03-28,Acme Distribuciones S.L.,4933.17,Transporte de mercancía,397,Cataluña,E-9334,Pendiente,2024-04-05,Núñez Ortega y Cía.,4056.88,Formación interna,316,Cataluña,A-6841,Pendiente,2024-04-13,"Fernández, Asociados",2444.12,Formación interna,233,Galicia,D-2511,En revisión,2024-04-21,Acme Distribuciones S.L.,1368.09,Consultoría técnica,260,Galicia,H-5317,Pagado
2024-03-21,"Taller ""El Rápido""",4873.95,Transporte de mercancía,218,Galicia,A-2696,Anulado,2024-03-29,"Taller ""El Rápido""",755.67,Transporte de mercancía,214,Aragón,H-7862,Anulado,2024-04-06,Acme Distribuciones S.L.,4994.04,Formación interna,370,Andalucía,C-1822,Anulado,2024-04-14,"Fernández, Asociados",3904.16,Servicio de mantenimiento,104,Cataluña,G-1898,Anulado,2024-04-22,"Taller ""El Rápido""",306.58,Consultoría técnica,295,Aragón,A-2368,Anulado
2024-03-22,Peña & Hijos,3462.78,Compra de material informático,385,Aragón,D-8722,Pagado,2024-03-30,"Taller ""El Rápido""",4395.11,Servicio de mantenimiento,51,Galicia,A-6547,Anulado,2024-04-07,"Taller ""El Rápido""",3405.05,Consultoría técnica,60,Madrid,F-9678,Pagado,2024-04-15,Núñez Ortega y Cía.,4171.28,Servicio de mantenimiento,7,Cataluña,H-3241,En revisión,2024-04-23,Ibáñez Logística,1101.56,Consultoría técnica,127,Madrid,B-1423,Anulado
2024-03-23,Ibáñez Logística,810.37,Revisión anual de equipos,37,Andalucía,D-9489,Anulado,2024-03-31,Ibáñez Logística,584.95,Transporte de mercancía,317,Aragón,E-4952,Pagado,2024-04-08,"Fernández, Asociados",84.11,Servicio de mantenimiento,222,Madrid,F-7286,Anulado,2024-04-16,Núñez Ortega y Cía.,535.37,Consultoría técnica,289,Galicia,A-6918,Pendiente,2024-04-24,García S.L.,4276.02,Formación interna,164,País Vasco,E-0600,En revisión
2024-03-24,García S.L.,1796.80,Transporte de mercancía,122,Cataluña,H-6296,Anulado,2024-04-01,Acme Distribuciones S.L.,1952.97,Consultoría técnica,299,Galicia,A-7318,En revisión,2024-04-09,Peña & Hijos,2654.05,Compra de material informático,128,Aragón,E-9379,Anulado,2024-04-17,Peña & Hijos,3261.45,Compra de material informático,468,Andalucía,H-5081,Anulado,2024-04-25,"Fernández, Asociados",1091.11,Transporte de mercancía,109,Andalucía,A-5089,En revisión
2024-03-25,"Fernández, Asociados",3622.03,Transporte de mercancía,416,Andalucía,A-8220,Pagado,2024-04-02,"Taller ""El Rápido""",4111.28,Formación interna,308,Galicia,E-8437,En revisión,2024-04-10,"Taller ""El Rápido""",4000.43,Transporte de mercancía,110,País Vasco,A-6973,Pagado,2024-04-18,Muñoz Hermanos,3306.96,Servicio de mantenimiento,72,Galicia,H-9893,En revisión,2024-04-26,Muñoz Hermanos,1761.25,Transporte de mercancía,334,País Vasco,C-6999,Pagado
2024-03-26,García S.L.,343.15,Consultoría técnica,66,Madrid,A-7003,En revisión,2024-04-03,"Taller ""El Rápido""",2924.72,Revisión anual de equipos,492,Aragón,A-8804,Pagado,2024-04-11,Peña & Hijos,3860.67,Consultoría técnica,480,Aragón,A-9870,Pendiente,2024-04-19,"Taller ""El Rápido""",3988.71,Transporte de mercancía,21,Galicia,B-2052,En revisión,2024-04-27,Peña & Hijos,3139.48,Consultoría técnica,313,Madrid,G-6104,Pendiente
2024-03-27,"Fernández, Asociados",4446.40,Servicio de mantenimiento,51,Cataluña,E-7964,En revisión,2024-04-04,Peña & Hijos,4116.89,Formación interna,398,Andalucía,F-1836,Pendiente,2024-04-12,"Fernández, Asociados",4899.41,Revisión anual de equipos,385,Aragón,D-3863,Anulado,2024-04-20,Ibáñez Logística,3088.37,Compra de material informático,270,Cataluña,E-9729,En revisión,2024-04-28,Peña & Hijos,3832.45,Servicio de mantenimiento,398,Madrid,H-8876,En revisión
2024-03-28,García S.L.,553.20,Compra de material informático,463,País Vasco,D-2873,Pendiente,2024-04-05,García S.L.,3592.72,Transporte de mercancía,384,Aragón,H-1748,En revisión,2024-04-13,Peña & Hijos,1266.47,Revisión anual de equipos,34,Cataluña,H-3149,Pendiente,2024-04-21,Acme Distribuciones S.L.,4373.53,Consultoría técnica,495,Aragón,G-5165,En revisión,2024-04-29,"Fernández, Asociados",4453.78,Revisión anual de equipos,486,Aragón,D-9298,Pagado
2024-03-29,"Fernández, Asociados",1967.80,Transporte de mercancía,237,Aragón,F-2918,Anulado,2024-04-06,Peña & Hijos,2141.65,Formación interna,213,Aragón,G-2197,Pagado,2024-04-14,"Fernández, Asociados",457.90,Compra de material informático,491,Cataluña,B-7652,Anulado,2024-04-22,Acme Distribuciones S.L.,2566.95,Compra de material informático,49,Madrid,B-6921,Pendiente,2024-04-30,García S.L.,1090.67,Servicio de mantenimiento,317,Aragón,E-9887,Anulado
2024-03-30,Núñez Ortega y Cía.,4965.60,Formación interna,465,Madrid,B-3444,Pendiente,2024-04-07,Ibáñez Logística,4168.37,Consultoría técnica,309,Andalucía,B-8011,Anulado,2024-04-15,García S.L.,2986.47,Servicio de mantenimiento,418,País Vasco,F-2070,Pendiente,2024-04-23,Acme Distribuciones S.L.,2502.91,Formación interna,426,Andalucía,G-1338,Anulado,2024-05-01,Ibáñez Logística,4326.23,Consultoría técnica,250,Andalucía,D-1691,Pendiente
2024-03-31,García S.L.,3359.42,Consultoría técnica,436,Andalucía,F-7865,Pendiente,2024-04-08,Muñoz Hermanos,3889.78,Consultoría técnica,348,Andalucía,C-6049,En revisión,2024-04-16,García S.L.,1644.68,Compra de material informático,398,Andalucía,C-0660,Pendiente,2024-04-24,Acme Distribuciones S.L.,910.82,Compra de material informático,382,País Vasco,A-1247,Anulado,2024-05-02,Acme Distribuciones S.L.,3687.87,Revisión anual de equipos,263,Madrid,H-3499,Pendiente
2024-04-01,Muñoz Hermanos,719.00,Consultoría técnica,267,Galicia,F-8807,Anulado,2024-04-09,"Fernández, Asociados",1307.96,Compra de material informático,480,Cataluña,B-6131,En revisión,2024-04-17,Muñoz Hermanos,1749.46,Transporte de mercancía,399,Madrid,G-5216,Anulado,2024-04-25,Acme Distribuciones S.L.,2444.77,Formación interna,111,Cataluña,B-1143,En revisión,2024-05-03,"Fernández, Asociados",1116.11,Consultoría técnica,381,Cataluña,E-9963,Pagado
2024-04-02,"Fernández, Asociados",2612.44,Formación interna,444,Galicia,E-6547,Pendiente,2024-04-10,"Fernández, Asociados",3350.72,Servicio de mantenimiento,423,Andalucía,D-0223,En revisión,2024-04-18,"Fernández, Asociados",3859.13,Transporte de mercancía,78,Cataluña,H-7952,Anulado,2024-04-26,Muñoz Hermanos,2609.80,Servicio de mantenimiento,235,Madrid,A-8813,Pagado,2024-05-04,Peña & Hijos,3765.43,Servicio de mantenimiento,95,País Vasco,F-9283,Anulado
2024-04-03,Acme Distribuciones S.L.,1208.85,Transporte de mercancía,489,Galicia,F-2529,Anulado,2024-04-11,"Fernández, Asociados",2107.74,Consultoría técnica,423,Galicia,D-2569,Pagado,2024-04-19,Peña & Hijos,2504.89,Consultoría técnica,488,Madrid,F-0076,Anulado,2024-04-27,Muñoz Hermanos,1366.37,Transporte de mercancía,320,País Vasco,A-5952,Anulado,2024-05-05,Acme Distribuciones S.L.,4640.45,Revisión anual de equipos,313,Andalucía,D-6165,En revisión
2024-04-04,Acme Distribuciones S.L.,2326.79,Servicio de mantenimiento,435,Aragón,D-0741,Anulado,2024-04-12,"Fernández, Asociados",1691.68,Revisión anual de equipos,268,País Vasco,A-1266,Pagado,2024-04-20,Peña & Hijos,1652.14,Revisión anual de equipos,45,Aragón,F-2026,Pagado,2024-04-28,"Taller ""El Rápido""",4855.77,Transporte de mercancía,31,Andalucía,E-1790,Anulado,2024-05-06,Acme Distribuciones S.L.,115.18,Formación interna,170,País Vasco,D-9074,Pagado
2024-04-05,"Taller ""El Rápido""",2466.78,Revisión anual de equipos,107,País Vasco,A-5363,Pendiente,2024-04-13,"Taller ""El Rápido""",571.44,Servicio de mantenimiento,168,País Vasco,E-2649,Anulado,2024-04-21,"Fernández, Asociados",292.77,Compra de material informático,486,Andalucía,H-7676,En revisión,2024-04-29,Peña & Hijos,1326.29,Transporte de mercancía,136,Cataluña,B-2612,Anulado,2024-05-07,"Fernández, Asociados",774.39,Compra de material informático,369,País Vasco,H-9688,Pendiente
2024-04-06,García S.L.,1401.47,Transporte de mercancía,133,Andalucía,H-6220,Pagado,2024-04-14,Peña & Hijos,4209.98,Compra de material informático,473,Madrid,E-9723,En revisión,2024-04-22,García S.L.,3254.43,Revisión anual de equipos,143,Andalucía,D-4580,En revisión,2024-04-30,Acme Distribuciones S.L.,4701.24,Revisión anual de equipos,91,Andalucía,D-6634,Pendiente,2024-05-08,"Fernández, Asociados",2187.16,Formación interna,41,Andalucía,F-0842,Pendiente
2024-04-07,"Taller ""El Rápido""",4678.59,Servicio de mantenimiento,382,Andalucía,F-0498,Pagado,2024-04-15,Acme Distribuciones S.L.,2973.27,Servicio de mantenimiento,59,Aragón,F-9233,Pendiente,2024-04-23,Muñoz Hermanos,3538.78,Servicio de mantenimiento,134,Galicia,B-0641,En revisión,2024-05-01,García S.L.,1725.01,Consultoría técnica,168,Cataluña,H-0880,Pagado,2024-05-09,"Fernández, Asociados",1835.36,Servicio de mantenimiento,56,Cataluña,B-5476,Pagado
2024-04-08,García S.L.,4998.19,Revisión anual de equipos,175,Galicia,B-0121,En revisión,2024-04-16,Peña & Hijos,2716.25,Consultoría técnica,100,País Vasco,C-9051,En revisión,2024-04-24,Muñoz Hermanos,1798.12,Formación interna,490,Madrid,G-4928,Pagado,2024-05-02,Acme Distribuciones S.L.,3698.03,Servicio de mantenimiento,344,Aragón,D-0107,Anulado,2024-05-10,García S.L.,310.33,Compra de material informático,322,Aragón,E-1659,En revisión
2024-04-09,Ibáñez Logística,507.58,Consultoría técnica,108,Galicia,H-1416,En revisión,2024-04-17,"Fernández, Asociados",1076.26,Consultoría técnica,189,País Vasco,H-7915,Pagado,2024-04-25,Acme Distribuciones S.L.,3868.93,Servicio de mantenimiento,36,Aragón,G-5568,Pendiente,2024-05-03,Peña & Hijos,3944.57,Consultoría técnica,34,Galicia,E-5358,Pendiente,2024-05-11,Muñoz Hermanos,4088.28,Compra de material informático,45,País Vasco,B-0999,Pagado
2024-04-10,"Taller ""El Rápido""",3782.94,Transporte de mercancía,236,Andalucía,F-1933,Pagado,2024-04-18,"Taller ""El Rápido""",2245.17,Transporte de mercancía,462,Aragón,G-9579,Anulado,2024-04-26,García S.L.,1416.48,Consultoría técnica,358,Andalucía,D-1044,Pagado,2024-05-04,García S.L.,2064.86,Transporte de mercancía,269,Cataluña,E-9115,Anulado,2024-05-12,Ibáñez Logística,2822.95,Transporte de mercancía,432,Cataluña,A-2323,Pendiente
2024-04-11,García S.L.,2013.50,Revisión anual de equipos,280,Aragón,H-1138,Pendiente,2024-04-19,Peña & Hijos,3445.11,Consultoría técnica,82,Madrid,G-3936,Pagado,2024-04-27,Acme Distribuciones S.L.,2344.60,Formación interna,445,Galicia,D-1533,Pendiente,2024-05-05,Muñoz Hermanos,4558.66,Consultoría técnica,297,Galicia,C-3889,Pendiente,2024-05-13,"Taller ""El Rápido""",3533.89,Compra de material informático,372,Madrid,F-5489,En revisión
2024-04-12,Peña & Hijos,697.92,Consultoría técnica,345,País Vasco,H-0295,Anulado,2024-04-20,"Taller ""El Rápido""",3855.88,Revisión anual de equipos,10,Madrid,B-2539,Pendiente,2024-04-28,García S.L.,1398.67,Formación interna,90,Cataluña,C-3606,En revisión,2024-05-06,García S.L.,4881.95,Transporte de mercancía,499,País Vasco,D-1472,Anulado,2024-05-14,"Fernández, Asociados",571.33,Compra de material informático,382,Cataluña,D-2061,En revisión
2024-04-13,Peña & Hijos,2479.21,Formación interna,381,Madrid,E-2010,Anulado,2024-04-21,Peña & Hijos,2791.75,Consultoría técnica,177,Madrid,H-8580,En revisión,2024-04-29,"Taller ""El Rápido""",744.73,Consultoría técnica,17,Cataluña,C-6077,Pendiente,2024-05-07,García S.L.,286.85,Compra de material informático,35,Cataluña,G-6460,En revisión,2024-05-15,García S.L.,3012.26,Revisión anual de equipos,59,Galicia,D-0473,Pagado
2024-04-14,García S.L.,491.75,Compra de material informático,186,País Vasco,F-4361,En revisión,2024-04-22,Acme Distribuciones S.L.,3387.19,Revisión anual de equipos,399,Galicia,F-4846,Anulado,2024-04-30,"Taller ""El Rápido""",4767.64,Servicio de mantenimiento,287,País Vasco,A-8649,Pendiente,2024-05-08,Núñez Ortega y Cía.,1337.12,Compra de material informático,232,Andalucía,B-8965,Anulado,2024-05-16,Muñoz Hermanos,2028.97,Compra de material informático,317,Cataluña,E-2857,En revisión
2024-04-15,Núñez Ortega y Cía.,4997.51,Formación interna,83,Aragón,G-2006,Pagado,2024-04-23,Ibáñez Logística,4002.91,Formación interna,9,Cataluña,H-7229,Anulado,2024-05-01,"Taller ""El Rápido""",3525.81,Servicio de mantenimiento,174,Aragón,G-1836,Pagado,2024-05-09,Peña & Hijos,437.72,Consultoría técnica,493,Galicia,E-8875,En revisión,2024-05-17,Muñoz Hermanos,1410.35,Revisión anual de equipos,213,Madrid,E-3659,Pagado
2024-04-16,Núñez Ortega y Cía.,3538.48,Compra de material informático,157,Andalucía,C-2374,Pagado,2024-04-24,Ibáñez Logística,3844.34,Compra de material informático,213,Madrid,E-6632,En revisión,2024-05-02,Ibáñez Logística,3903.19,Servicio de mantenimiento,221,Andalucía,D-9941,Pagado,2024-05-10,Acme Distribuciones S.L.,203.05,Consultoría técnica,372,País Vasco,A-9350,En revisión,2024-05-18,Ibáñez Logística,4310.21,Revisión anual de equipos,373,Aragón,F-7384,En revisión
2024-04-17,Acme Distribuciones S.L.,1445.31,Formación interna,224,Aragón,F-8375,Anulado,2024-04-25,García S.L.,1731.06,Compra de material informático,284,Andalucía,E-8120,Pagado,2024-05-03,Peña & Hijos,643.85,Transporte de mercancía,337,Andalucía,G-0620,Pendiente,2024-05-11,Acme Distribuciones S.L.,2122.93,Servicio de mantenimiento,410,Andalucía,C-0258,Pagado,2024-05-19,"Taller ""El Rápido""",4514.38,Compra de material informático,107,Cataluña,F-6874,Pendiente
2024-04-18,"Fernández, Asociados",3929.03,Formación interna,421,Aragón,E-1065,Pagado,2024-04-26,"Fernández, Asociados",1865.59,Compra de material informático,419,Cataluña,H-2035,Pagado,2024-05-04,"Taller ""El Rápido""",4971.08,Compra de material informático,171,Galicia,A-0842,Anulado,2024-05-12,Ibáñez Logística,902.04,Formación interna,237,País Vasco,D-2215,Anulado,2024-05-20,Peña & Hijos,3706.59,Formación interna,491,Cataluña,F-9108,Anulado
2024-04-19,Ibáñez Logística,1741.48,Servicio de mantenimiento,80,País Vasco,C-3392,Anulado,2024-04-27,Acme Distribuciones S.L.,286.95,Formación interna,176,Galicia,F-0532,En revisión,2024-05-05,"Taller ""El Rápido""",3767.92,Transporte de mercancía,299,Andalucía,C-1133,En revisión,2024-05-13,Núñez Ortega y Cía.,2084.56,Compra de material informático,454,Andalucía,F-6990,Pagado,2024-05-21,Muñoz Hermanos,739.86,Servicio de mantenimiento,356,Andalucía,F-0011,Anulado
2024-04-20,"Fernández, Asociados",3777.68,Servicio de mantenimiento,177,Andalucía,F-1097,Pagado,2024-04-28,García S.L.,673.39,Transporte de mercancía,65,Madrid,C-1882,Pagado,2024-05-06,"Taller ""El Rápido""",3652.14,Transporte de mercancía,341,Cataluña,D-2708,En revisión,2024-05-14,Peña & Hijos,4827.04,Consultoría técnica,388,Galicia,C-3833,En revisión,2024-05-22,Ibáñez Logística,3030.40,Compra de material informático,15,Galicia,D-9352,Pendiente
2024-04-21,Peña & Hijos,435.63,Transporte de mercancía,328,Cataluña,H-7847,Pendiente,2024-04-29,Núñez Ortega y Cía.,33.81,Revisión anual de equipos,354,Aragón,A-8662,En revisión,2024-05-07,Peña & Hijos,3153.94,Servicio de mantenimiento,93,País Vasco,D-2835,Pendiente,2024-05-15,"Fernández, Asociados",1768.97,Formación interna,164,Galicia,C-3188,Anulado,2024-05-23,Ibáñez Logística,1026.10,Consultoría técnica,266,Galicia,B-5208,Anulado
2024-04-22,Acme Distribuciones S.L.,2136.08,Compra de material informático,279,Cataluña,C-8487,Pagado,2024-04-30,García S.L.,4447.77,Consultoría técnica,357,Aragón,C-0569,Pagado,2024-05-08,Peña & Hijos,588.77,Compra de material informático,273,Andalucía,G-5186,En revisión,2024-05-16,"Taller ""El Rápido""",4332.73,Transporte de mercancía,91,Andalucía,B-1340,Anulado,2024-05-24,Acme Distribuciones S.L.,877.41,Transporte de mercancía,138,País Vasco,G-9116,Pagado
2024-04-23,García S.L.,3048.10,Servicio de mantenimiento,304,Aragón,B-7641,En revisión,2024-05-01,"Fernández, Asociados",3670.67,Formación interna,210,Andalucía,H-9906,En revisión,2024-05-09,Muñoz Hermanos,1647.16,Formación interna,140,País Vasco,H-1065,Anulado,2024-05-17,"Fernández, Asociados",2890.39,Transporte de mercancía,5,Cataluña,A-9846,Pagado,2024-05-25,Peña & Hijos,2122.35,Compra de material informático,444,País Vasco,C-4658,Pendiente
2024-04-24,Núñez Ortega y Cía.,3225.28,Consultoría técnica,432,Galicia,H-1795,Pendiente,2024-05-02,Ibáñez Logística,3923.90,Consultoría técnica,182,Aragón,D-0131,Pagado,2024-05-10,García S.L.,2600.66,Servicio de mantenimiento,361,Madrid,H-6786,Anulado,2024-05-18,García S.L.,4650.89,Servicio de mantenimiento,27,Cataluña,H-8963,Anulado,2024-05-26,Núñez Ortega y Cía.,2698.18,Servicio de mantenimiento,9,Cataluña,D-9101,Anulado
2024-04-25,Peña & Hijos,4226.11,Servicio de mantenimiento,138,País Vasco,A-9361,En revisión,2024-05-03,Peña & Hijos,73.11,Consultoría técnica,175,Madrid,C-6546,En revisión,2024-05-11,Acme Distribuciones S.L.,2138.64,Servicio de mantenimiento,281,País Vasco,A-9305,Anulado,2024-05-19,"Fernández, Asociados",3060.89,Servicio de mantenimiento,374,Cataluña,D-3616,Anulado,2024-05-27,García S.L.,1309.27,Formación interna,197,Galicia,G-8551,Pendiente
2024-04-26,Acme Distribuciones S.L.,1236.07,Revisión anual de equipos,131,Madrid,H-9321,Pendiente,2024-05-04,Muñoz Hermanos,4973.98,Transporte de mercancía,63,Madrid,H-3911,Anulado,2024-05-12,García S.L.,4792.55,Formación interna,107,Madrid,G-7170,Pendiente,2024-05-20,Núñez Ortega y Cía.,1954.71,Servicio de mantenimiento,241,Andalucía,F-1198,Pendiente,2024-05-28,Muñoz Hermanos,3836.81,Revisión anual de equipos,367,Madrid,H-2855,Pagado
2024-04-27,Ibáñez Logística,4874.23,Consultoría técnica,360,País Vasco,F-6826,En revisión,2024-05-05,Núñez Ortega y Cía.,3080.70,Transporte de mercancía,379,País Vasco,A-7746,En revisión,2024-05-13,Muñoz Hermanos,228.55,Revisión anual de equipos,413,Andalucía,D-1329,Anulado,2024-05-21,"Fernández, Asociados",3405.81,Revisión anual de equipos,475,Aragón,H-4187,Pagado,2024-05-29,Acme Distribuciones S.L.,2954.56,Revisión anual de equipos,353,Aragón,C-2924,Pagado
2024-04-28,Ibáñez Logística,183.11,Compra de material informático,434,Cataluña,B-1634,Pagado,2024-05-06,Muñoz Hermanos,3840.97,Servicio de mantenimiento,184,Cataluña,C-2318,Pagado,2024-05-14,"Fernández, Asociados",4010.33,Revisión anual de equipos,421,País Vasco,H-3897,Pendiente,2024-05-22,"Fernández, Asociados",478.14,Transporte de mercancía,291,Galicia,A-2698,En revisión,2024-05-30,García S.L.,118.83,Formación interna,298,Andalucía,C-1512,Pendiente
2024-04-29,Muñoz Hermanos,4587.45,Transporte de mercancía,314,Andalucía,F-9163,Pendiente,2024-05-07,Acme Distribuciones S.L.,389.40,Transporte de mercancía,357,Cataluña,B-4635,En revisión,2024-05-15,"Taller ""El Rápido""",1664.57,Compra de material informático,230,Cataluña,D-1319,Anulado,2024-05-23,Núñez Ortega y Cía.,2298.49,Formación interna,412,Galicia,A-6604,En revisión,2024-05-31,García S.L.,632.06,Servicio de mantenimiento,498,Andalucía,A-7067,Pendiente
2024-04-30,Peña & Hijos,3074.58,Compra de material informático,365,Madrid,E-7226,Anulado,2024-05-08,"Fernández, Asociados",4373.54,Transporte de mercancía,38,Madrid,F-7023,Anulado,2024-05-16,"Taller ""El Rápido""",3853.24,Consultoría técnica,213,Andalucía,F-2665,En revisión,2024-05-24,Núñez Ortega y Cía.,1294.22,Consultoría técnica,153,Cataluña,B-0175,En revisión,2024-06-01,"Taller ""El Rápido""",1732.70,Servicio de mantenimiento,57,Andalucía,A-3679,En revisión
2024-05-01,"Taller ""El Rápido""",397.11,Servicio de mantenimiento,295,Cataluña,E-7458,Pagado,2024-05-09,Peña & Hijos,3882.88,Servicio de mantenimiento,4,Andalucía,F-1139,Pagado,2024-05-17,"Taller ""El Rápido""",3386.45,Servicio de mantenimiento,16,Aragón,D-9390,Pendiente,2024-05-25,"Taller ""El Rápido""",1801.48,Revisión anual de equipos,406,Madrid,C-5489,Pendiente,2024-06-02,Núñez Ortega y Cía.,3605.74,Transporte de mercancía,499,Galicia,B-9884,En revisión
2024-05-02,"Taller ""El Rápido""",1300.45,Revisión anual de equipos,477,Andalucía,G-5297,Pagado,2024-05-10,García S.L.,942.47,Servicio de mantenimiento,258,Galicia,G-3319,Pendiente,2024-05-18,Núñez Ortega y Cía.,2917.08,Consultoría técnica,382,Aragón,H-2044,Pendiente,2024-05-26,Acme Distribuciones S.L.,2691.50,Compra de material informático,254,Aragón,C-2873,En revisión,2024-06-03,"Fernández, Asociados",2775.28,Transporte de mercancía,236,Galicia,F-6979,Pendiente
--- Fin del informe: 160 líneas ---
