# Exportado desde SistemaXYZ v3.2
# Empresa: Distribuciones Ejemplo S.A.
Fecha;Cliente;Importe;Concepto;Cantidad
2026-02-22;Núñez Ortega y Cía.;335.22;Revisión anual de equipos;262
2026-02-23;Fernández, Asociados;466.10;Transporte de mercancía;139
2026-02-24;Ibáñez Logística;3196.86;Formación interna;119
2026-02-25;Núñez Ortega y Cía.;1849.93;Compra de material informático;373
2026-02-26;Acme Distribuciones S.L.;3689.10;Formación interna;309
2026-02-27;García S.L.;2700.68;Formación interna;379
2026-02-28;Acme Distribuciones S.L.;4091.25;Consultoría técnica;414
2026-03-01;Muñoz Hermanos;1068.79;Formación interna;249
2026-03-02;"Taller ""El Rápido""";568.97;Transporte de mercancía;435
2026-03-03;Muñoz Hermanos;558.80;Compra de material informático;381
2026-03-04;Fernández, Asociados;1894.28;Consultoría técnica;395
2026-03-05;García S.L.;4146.17;Transporte de mercancía;40
2026-03-06;Ibáñez Logística;2625.49;Servicio de mantenimiento;222
2026-03-07;Acme Distribuciones S.L.;1728.65;Revisión anual de equipos;317
2026-03-08;Ibáñez Logística;696.66;Consultoría técnica;419
2026-03-09;Peña & Hijos;363.85;Formación interna;218
2026-03-10;García S.L.;1399.92;Revisión anual de equipos;499
2026-03-11;García S.L.;4737.38;Servicio de mantenimiento;153
2026-03-12;Núñez Ortega y Cía.;3934.27;Formación interna;221
2026-03-13;Acme Distribuciones S.L.;3244.09;Revisión anual de equipos;141
2026-03-14;"Taller ""El Rápido""";1072.66;Revisión anual de equipos;358
2026-03-15;Fernández, Asociados;3942.65;Formación interna;461
2026-03-16;Ibáñez Logística;4791.12;Consultoría técnica;207
2026-03-17;Muñoz Hermanos;2045.79;Servicio de mantenimiento;90
2026-03-18;"Taller ""El Rápido""";461.52;Transporte de mercancía;201
2026-03-19;"Taller ""El Rápido""";3352.94;Consultoría técnica;294
2026-03-20;Peña & Hijos;932.37;Servicio de mantenimiento;422
2026-03-21;Acme Distribuciones S.L.;1594.19;Compra de material informático;192
2026-03-22;Acme Distribuciones S.L.;2854.00;Transporte de mercancía;341
2026-03-23;Muñoz Hermanos;3937.88;Transporte de mercancía;184
2026-03-24;Acme Distribuciones S.L.;991.49;Servicio de mantenimiento;372
2026-03-25;Muñoz Hermanos;84.25;Servicio de mantenimiento;277
2026-03-26;Núñez Ortega y Cía.;1218.11;Formación interna;297
2026-03-27;Peña & Hijos;2223.16;Transporte de mercancía;285
2026-03-28;Fernández, Asociados;2953.27;Transporte de mercancía;453
2026-03-29;Muñoz Hermanos;2531.57;Transporte de mercancía;91
2026-03-30;Muñoz Hermanos;867.33;Formación interna;207
2026-03-31;Núñez Ortega y Cía.;2553.99;Servicio de mantenimiento;354
2026-04-01;Muñoz Hermanos;3345.95;Consultoría técnica;5
2026-04-02;Muñoz Hermanos;3794.51;Consultoría técnica;168
2026-04-03;"Taller ""El Rápido""";1720.76;Transporte de mercancía;484
2026-04-04;"Taller ""El Rápido""";2751.18;Servicio de mantenimiento;303
2026-04-05;Peña & Hijos;2349.49;Revisión anual de equipos;73
2026-04-06;Peña & Hijos;2979.84;Compra de material informático;358
2026-04-07;Acme Distribuciones S.L.;1689.63;Transporte de mercancía;122
2026-04-08;Fernández, Asociados;4590.08;Revisión anual de equipos;302
2026-04-09;Núñez Ortega y Cía.;1909.42;Compra de material informático;246
2026-04-10;Ibáñez Logística;215.84;Servicio de mantenimiento;259
2026-04-11;Fernández, Asociados;2375.72;Formación interna;462
2026-04-12;García S.L.;2695.86;Servicio de mantenimiento;129
2026-04-13;Peña & Hijos;1988.27;Transporte de mercancía;132
2026-04-14;Peña & Hijos;2765.69;Consultoría técnica;284
2026-04-15;Peña & Hijos;4916.30;Servicio de mantenimiento;37
2026-04-16;Acme Distribuciones S.L.;4081.80;Formación interna;265
2026-04-17;Fernández, Asociados;4676.69;Consultoría técnica;379
2026-04-18;Ibáñez Logística;2591.73;Formación interna;272
2026-04-19;Muñoz Hermanos;2034.14;Compra de material informático;335
2026-04-20;"Taller ""El Rápido""";4840.15;Compra de material informático;133
2026-04-21;Peña & Hijos;3067.74;Consultoría técnica;274
2026-04-22;García S.L.;4955.21;Compra de material informático;20
2026-04-23;Fernández, Asociados;1250.11;Consultoría técnica;184
2026-04-24;Peña & Hijos;3880.30;Compra de material informático;355
2026-04-25;García S.L.;2539.79;Formación interna;202
2026-04-26;Peña & Hijos;2324.15;Revisión anual de equipos;252
2026-04-27;Núñez Ortega y Cía.;4998.22;Servicio de mantenimiento;61
2026-04-28;Acme Distribuciones S.L.;2856.68;Consultoría técnica;223
2026-04-29;Ibáñez Logística;974.98;Compra de material informático;430
2026-04-30;Peña & Hijos;4442.85;Consultoría técnica;24
2026-05-01;García S.L.;1931.01;Revisión anual de equipos;272
2026-05-02;Núñez Ortega y Cía.;699.50;Compra de material informático;257
2026-05-03;García S.L.;4836.42;Compra de material informático;281
2026-05-04;"Taller ""El Rápido""";3175.73;Compra de material informático;362
2026-05-05;Muñoz Hermanos;1814.96;Servicio de mantenimiento;491
2026-05-06;Núñez Ortega y Cía.;4734.31;Consultoría técnica;123
2026-05-07;García S.L.;1299.26;Compra de material informático;401
2026-05-08;Núñez Ortega y Cía.;3389.94;Consultoría técnica;143
2026-05-09;"Taller ""El Rápido""";1743.25;Revisión anual de equipos;279
2026-05-10;Peña & Hijos;2812.37;Transporte de mercancía;59
2026-05-11;Peña & Hijos;4805.63;Revisión anual de equipos;15
2026-05-12;Ibáñez Logística;4832.98;Consultoría técnica;41
2026-05-13;Núñez Ortega y Cía.;1553.23;Servicio de mantenimiento;379
2026-05-14;García S.L.;3976.28;Transporte de mercancía;71
2026-05-15;Núñez Ortega y Cía.;1296.55;Revisión anual de equipos;255
2026-05-16;Acme Distribuciones S.L.;479.55;Transporte de mercancía;338
2026-05-17;Muñoz Hermanos;765.85;Transporte de mercancía;123
2026-05-18;Peña & Hijos;1205.55;Servicio de mantenimiento;30
2026-05-19;Fernández, Asociados;4495.10;Formación interna;165
2026-05-20;Peña & Hijos;108.29;Transporte de mercancía;71
2026-05-21;Núñez Ortega y Cía.;2713.99;Transporte de mercancía;298
2026-05-22;Ibáñez Logística;4718.63;Compra de material informático;240
2026-05-23;Acme Distribuciones S.L.;778.42;Consultoría técnica;491
2026-05-24;Ibáñez Logística;1026.99;Transporte de mercancía;41
2026-05-25;Muñoz Hermanos;3741.61;Consultoría técnica;138
2026-05-26;"Taller ""El Rápido""";3064.12;Consultoría técnica;75
2026-05-27;Ibáñez Logística;4735.96;Formación interna;453
2026-05-28;Peña & Hijos;4937.35;Servicio de mantenimiento;378
2026-05-29;Núñez Ortega y Cía.;2623.00;Servicio de mantenimiento;59
2026-05-30;Núñez Ortega y Cía.;4869.56;Consultoría técnica;415
2026-05-31;Fernández, Asociados;284.08;Compra de material informático;82
2026-06-01;Fernández, Asociados;3984.21;Formación interna;482
2026-06-02;Núñez Ortega y Cía.;2416.17;Formación interna;221
2026-06-03;García S.L.;489.79;Revisión anual de equipos;348
2026-06-04;Muñoz Hermanos;3662.47;Revisión anual de equipos;299
2026-06-05;Fernández, Asociados;133.24;Revisión anual de equipos;184
2026-06-06;Ibáñez Logística;287.98;Formación interna;168
2026-06-07;Muñoz Hermanos;335.85;Servicio de mantenimiento;305
2026-06-08;"Taller ""El Rápido""";3186.61;Servicio de mantenimiento;364
2026-06-09;Muñoz Hermanos;1756.78;Servicio de mantenimiento;281
2026-06-10;Peña & Hijos;256.18;Servicio de mantenimiento;290
2026-06-11;Ibáñez Logística;4111.71;Compra de material informático;324
2026-06-12;Acme Distribuciones S.L.;2699.09;Servicio de mantenimiento;16
2026-06-13;García S.L.;4654.19;Revisión anual de equipos;414
2026-06-14;Peña & Hijos;1937.54;Transporte de mercancía;223
2026-06-15;Núñez Ortega y Cía.;3156.64;Transporte de mercancía;353
2026-06-16;Acme Distribuciones S.L.;755.37;Revisión anual de equipos;97
2026-06-17;Peña & Hijos;1708.14;Formación interna;243
2026-06-18;Fernández, Asociados;867.54;Servicio de mantenimiento;341
2026-06-19;García S.L.;1049.80;Transporte de mercancía;129
2026-06-20;Núñez Ortega y Cía.;2764.71;Consultoría técnica;67
2026-06-21;García S.L.;1206.48;Formación interna;417
2026-06-22;"Taller ""El Rápido""";937.58;Revisión anual de equipos;472
2026-06-23;García S.L.;4970.78;Transporte de mercancía;451
2026-06-24;"Taller ""El Rápido""";4690.33;Compra de material informático;423
2026-06-25;Fernández, Asociados;1210.07;Transporte de mercancía;30
2026-06-26;"Taller ""El Rápido""";2332.93;Compra de material informático;62
2026-06-27;Núñez Ortega y Cía.;415.71;Servicio de mantenimiento;255
2026-06-28;Peña & Hijos;1053.31;Consultoría técnica;444
2026-06-29;Núñez Ortega y Cía.;515.94;Servicio de mantenimiento;433
2026-06-30;García S.L.;4465.80;Servicio de mantenimiento;125
2026-07-01;Muñoz Hermanos;4023.76;Servicio de mantenimiento;88
2026-07-02;Acme Distribuciones S.L.;107.42;Compra de material informático;349
2026-07-03;Ibáñez Logística;4749.94;Transporte de mercancía;124
2026-07-04;"Taller ""El Rápido""";2460.79;Servicio de mantenimiento;488
2026-07-05;Muñoz Hermanos;1228.61;Servicio de mantenimiento;147
2026-07-06;Ibáñez Logística;3757.42;Transporte de mercancía;193
2026-07-07;Peña & Hijos;1263.73;Compra de material informático;255
2026-07-08;Peña & Hijos;3708.40;Transporte de mercancía;396
2026-07-09;Fernández, Asociados;1955.84;Revisión anual de equipos;3
2026-07-10;Fernández, Asociados;3171.10;Formación interna;364
2026-07-11;Muñoz Hermanos;4306.61;Servicio de mantenimiento;401
2026-07-12;Ibáñez Logística;4235.39;Servicio de mantenimiento;413
2026-07-13;Ibáñez Logística;1608.91;Revisión anual de equipos;297
2026-07-14;Peña & Hijos;4438.94;Compra de material informático;462
2026-07-15;Muñoz Hermanos;4061.49;Transporte de mercancía;476
2026-07-16;Ibáñez Logística;2494.13;Transporte de mercancía;229
2026-07-17;Ibáñez Logística;2479.65;Transporte de mercancía;468
2026-07-18;Fernández, Asociados;660.05;Servicio de mantenimiento;261
2026-07-19;Peña & Hijos;2055.48;Servicio de mantenimiento;121
2026-07-20;Fernández, Asociados;3979.54;Transporte de mercancía;73
2026-07-21;Muñoz Hermanos;892.89;Consultoría técnica;126
2026-07-22;Fernández, Asociados;1597.12;Transporte de mercancía;185
2026-07-23;Núñez Ortega y Cía.;3417.35;Compra de material informático;400
2026-07-24;"Taller ""El Rápido""";85.21;Consultoría técnica;245
2026-07-25;Acme Distribuciones S.L.;3460.91;Consultoría técnica;288
2026-07-26;Peña & Hijos;3153.51;Servicio de mantenimiento;73
2026-07-27;Muñoz Hermanos;3177.88;Compra de material informático;204
2026-07-28;Muñoz Hermanos;1186.70;Formación interna;2
2026-07-29;"Taller ""El Rápido""";4360.71;Transporte de mercancía;168
2026-07-30;Peña & Hijos;58.44;Revisión anual de equipos;203
2026-07-31;Peña & Hijos;4378.94;Compra de material informático;263
2026-08-01;Ibáñez Logística;1109.09;Transporte de mercancía;240
2026-08-02;Núñez Ortega y Cía.;1249.79;Servicio de mantenimiento;199
2026-08-03;Peña & Hijos;2899.41;Transporte de mercancía;161
2026-08-04;Peña & Hijos;2231.33;Revisión anual de equipos;354
2026-08-05;Núñez Ortega y Cía.;1583.06;Consultoría técnica;455
2026-08-06;Peña & Hijos;4088.24;Servicio de mantenimiento;498
2026-08-07;Acme Distribuciones S.L.;301.52;Servicio de mantenimiento;135
2026-08-08;Muñoz Hermanos;3684.99;Compra de material informático;122
2026-08-09;Acme Distribuciones S.L.;245.76;Consultoría técnica;88
2026-08-10;Núñez Ortega y Cía.;3788.79;Transporte de mercancía;295
2026-08-11;Fernández, Asociados;3327.90;Compra de material informático;48
2026-08-12;"Taller ""El Rápido""";4644.44;Compra de material informático;42
2026-08-13;García S.L.;2311.78;Revisión anual de equipos;113
2026-08-14;Peña & Hijos;2669.41;Compra de material informático;156
2026-08-15;Muñoz Hermanos;13.28;Transporte de mercancía;184
2026-08-16;Fernández, Asociados;1323.26;Compra de material informático;195
2026-08-17;Núñez Ortega y Cía.;4195.27;Formación interna;74
2026-08-18;Núñez Ortega y Cía.;3340.89;Revisión anual de equipos;109
2026-08-19;García S.L.;1777.91;Consultoría técnica;307
2026-08-20;Peña & Hijos;717.09;Servicio de mantenimiento;481
2026-08-21;García S.L.;2931.23;Servicio de mantenimiento;39
2026-08-22;García S.L.;2186.40;Servicio de mantenimiento;415
2026-08-23;Acme Distribuciones S.L.;4406.74;Revisión anual de equipos;349
2026-08-24;Acme Distribuciones S.L.;672.42;Compra de material informático;364
2026-08-25;"Taller ""El Rápido""";22.35;Compra de material informático;185
2026-08-26;García S.L.;1448.91;Compra de material informático;466
2026-08-27;Peña & Hijos;4927.57;Revisión anual de equipos;214
2026-08-28;"Taller ""El Rápido""";4317.10;Servicio de mantenimiento;22
2026-08-29;Acme Distribuciones S.L.;1375.96;Compra de material informático;83
2026-08-30;Acme Distribuciones S.L.;3159.03;Servicio de mantenimiento;79
2026-08-31;Fernández, Asociados;4208.61;Compra de material informático;241
2026-09-01;Núñez Ortega y Cía.;1298.82;Transporte de mercancía;397
2026-09-02;Acme Distribuciones S.L.;2730.84;Revisión anual de equipos;445
2026-09-03;Núñez Ortega y Cía.;1981.96;Servicio de mantenimiento;71
2026-09-04;Acme Distribuciones S.L.;4867.08;Consultoría técnica;94
2026-09-05;García S.L.;3808.14;Transporte de mercancía;374
2026-09-06;"Taller ""El Rápido""";2173.22;Consultoría técnica;186
2026-09-07;Peña & Hijos;809.75;Servicio de mantenimiento;274
2026-09-08;Acme Distribuciones S.L.;2869.22;Compra de material informático;313
2026-09-09;Peña & Hijos;2847.52;Formación interna;451
2026-09-10;Muñoz Hermanos;684.40;Transporte de mercancía;187
2026-09-11;Acme Distribuciones S.L.;1469.67;Compra de material informático;467
2026-09-12;Acme Distribuciones S.L.;1450.46;Revisión anual de equipos;468
2026-09-13;Ibáñez Logística;3246.17;Servicio de mantenimiento;266
2026-09-14;García S.L.;1889.87;Formación interna;113
2026-09-15;Peña & Hijos;124.03;Formación interna;79
2026-09-16;Núñez Ortega y Cía.;3515.72;Transporte de mercancía;21
2026-09-17;Ibáñez Logística;3908.95;Servicio de mantenimiento;130
2026-09-18;García S.L.;2818.37;Formación interna;22
2026-09-19;Fernández, Asociados;3124.71;Consultoría técnica;413
2026-09-20;Ibáñez Logística;4082.06;Compra de material informático;331
2026-09-21;Fernández, Asociados;345.89;Transporte de mercancía;301
2026-09-22;Muñoz Hermanos;1240.86;Formación interna;337
2026-09-23;Ibáñez Logística;227.89;Servicio de mantenimiento;317
2026-09-24;Peña & Hijos;4105.76;Consultoría técnica;216
2026-09-25;Fernández, Asociados;2443.76;Compra de material informático;403
2026-09-26;García S.L.;1170.63;Servicio de mantenimiento;427
2026-09-27;"Taller ""El Rápido""";1512.20;Compra de material informático;467
2026-09-28;"Taller ""El Rápido""";3970.81;Consultoría técnica;311
2026-09-29;"Taller ""El Rápido""";100.05;Formación interna;171
2026-09-30;Acme Distribuciones S.L.;1930.02;Formación interna;10
2026-10-01;Núñez Ortega y Cía.;4474.45;Formación interna;263
2026-10-02;Peña & Hijos;1241.05;Servicio de mantenimiento;181
2026-10-03;Acme Distribuciones S.L.;3112.85;Servicio de mantenimiento;406
2026-10-04;Peña & Hijos;3775.79;Revisión anual de equipos;365
2026-10-05;García S.L.;1046.82;Formación interna;145
2026-10-06;Ibáñez Logística;3829.08;Servicio de mantenimiento;407
2026-10-07;Muñoz Hermanos;2782.44;Consultoría técnica;82
2026-10-08;Núñez Ortega y Cía.;280.86;Compra de material informático;333
2026-10-09;García S.L.;4199.02;Formación interna;62
2026-10-10;García S.L.;1449.46;Servicio de mantenimiento;211
2026-10-11;Fernández, Asociados;1929.45;Formación interna;44
2026-10-12;Ibáñez Logística;4847.15;Revisión anual de equipos;408
2026-10-13;Peña & Hijos;794.94;Formación interna;380
2026-10-14;Fernández, Asociados;674.22;Formación interna;290
2026-10-15;Peña & Hijos;186.44;Revisión anual de equipos;203
2026-10-16;Núñez Ortega y Cía.;211.63;Consultoría técnica;228
2026-10-17;Núñez Ortega y Cía.;895.59;Consultoría técnica;244
2026-10-18;Muñoz Hermanos;1531.28;Servicio de mantenimiento;183
2026-10-19;Núñez Ortega y Cía.;4799.31;Consultoría técnica;233
2026-10-20;García S.L.;2502.27;Revisión anual de equipos;99
2026-10-21;García S.L.;1081.45;Revisión anual de equipos;460
2026-10-22;Ibáñez Logística;703.86;Servicio de mantenimiento;413
2026-10-23;García S.L.;714.55;Revisión anual de equipos;486
2026-10-24;Acme Distribuciones S.L.;3795.24;Transporte de mercancía;248
2026-10-25;García S.L.;1536.66;Servicio de mantenimiento;309
2026-10-26;Muñoz Hermanos;4712.49;Consultoría técnica;290
2026-10-27;Peña & Hijos;3304.76;Compra de material informático;334
2026-10-28;Muñoz Hermanos;1499.74;Servicio de mantenimiento;25
2026-10-29;Ibáñez Logística;3835.72;Consultoría técnica;282
2026-10-30;Fernández, Asociados;4475.57;Transporte de mercancía;41
2026-10-31;Peña & Hijos;1613.58;Compra de material informático;256
2026-11-01;Núñez Ortega y Cía.;3434.65;Revisión anual de equipos;179
2026-11-02;García S.L.;1736.48;Compra de material informático;11
2026-11-03;Peña & Hijos;4208.10;Revisión anual de equipos;354
2026-11-04;"Taller ""El Rápido""";3627.12;Transporte de mercancía;172
2026-11-05;Peña & Hijos;1815.40;Formación interna;129
2026-11-06;Muñoz Hermanos;1879.60;Compra de material informático;170
2026-11-07;Fernández, Asociados;1292.51;Compra de material informático;253
2026-11-08;Acme Distribuciones S.L.;736.48;Consultoría técnica;209
2026-11-09;Peña & Hijos;2190.78;Formación interna;457
2026-11-10;Ibáñez Logística;1004.35;Revisión anual de equipos;156
2026-11-11;"Taller ""El Rápido""";73.82;Consultoría técnica;426
2026-11-12;"Taller ""El Rápido""";2179.96;Compra de material informático;386
2026-11-13;Ibáñez Logística;4036.81;Revisión anual de equipos;207
2026-11-14;García S.L.;1433.69;Compra de material informático;262
2026-11-15;Fernández, Asociados;1720.01;Transporte de mercancía;257
2026-11-16;Acme Distribuciones S.L.;4659.75;Transporte de mercancía;98
2026-11-17;Ibáñez Logística;1743.66;Servicio de mantenimiento;335
2026-11-18;García S.L.;2011.89;Consultoría técnica;488
2026-11-19;Muñoz Hermanos;4475.44;Compra de material informático;109
2026-11-20;Muñoz Hermanos;4521.31;Transporte de mercancía;465
2026-11-21;Muñoz Hermanos;1150.99;Revisión anual de equipos;345
2026-11-22;García S.L.;4042.68;Compra de material informático;147
2026-11-23;García S.L.;4634.78;Transporte de mercancía;472
2026-11-24;García S.L.;1515.62;Compra de material informático;183
2026-11-25;Muñoz Hermanos;44.46;Revisión anual de equipos;27
2026-11-26;"Taller ""El Rápido""";1962.86;Formación interna;451
2026-11-27;Acme Distribuciones S.L.;4191.87;Consultoría técnica;436
2026-11-28;García S.L.;1401.05;Compra de material informático;16
2026-11-29;Ibáñez Logística;3522.27;Consultoría técnica;204
2026-11-30;Peña & Hijos;182.74;Revisión anual de equipos;153
2026-12-01;Ibáñez Logística;4184.58;Transporte de mercancía;19
2026-12-02;García S.L.;2014.76;Formación interna;183
2026-12-03;Peña & Hijos;3782.13;Revisión anual de equipos;189
2026-12-04;García S.L.;2278.98;Transporte de mercancía;442
2026-12-05;Acme Distribuciones S.L.;1696.21;Formación interna;211
2026-12-06;Fernández, Asociados;2288.69;Transporte de mercancía;172
2026-12-07;"Taller ""El Rápido""";2253.57;Formación interna;476
2026-12-08;"Taller ""El Rápido""";4862.00;Transporte de mercancía;361
2026-12-09;Acme Distribuciones S.L.;2300.43;Consultoría técnica;408
2026-12-10;"Taller ""El Rápido""";3942.90;Compra de material informático;291
2026-12-11;Núñez Ortega y Cía.;2858.03;Servicio de mantenimiento;282
2026-12-12;Núñez Ortega y Cía.;3747.91;Revisión anual de equipos;157
2026-12-13;Peña & Hijos;970.79;Formación interna;490
2026-12-14;Núñez Ortega y Cía.;2262.80;Servicio de mantenimiento;396
2026-12-15;Acme Distribuciones S.L.;488.12;Formación interna;197
2026-12-16;Ibáñez Logística;1844.18;Revisión anual de equipos;81
2026-12-17;"Taller ""El Rápido""";1641.43;Compra de material informático;387
2026-12-18;Peña & Hijos;4339.92;Compra de material informático;172
2026-12-19;Núñez Ortega y Cía.;2192.10;Compra de material informático;493
2026-12-20;Núñez Ortega y Cía.;2779.11;Compra de material informático;436
2026-12-21;Muñoz Hermanos;4934.12;Compra de material informático;73
2026-12-22;Muñoz Hermanos;827.22;Revisión anual de equipos;167
2026-12-23;Núñez Ortega y Cía.;4066.51;Consultoría técnica;452
2026-12-24;Ibáñez Logística;2766.05;Compra de material informático;130
2026-12-25;García S.L.;135.43;Revisión anual de equipos;359
2026-12-26;Acme Distribuciones S.L.;1309.05;Consultoría técnica;234
2026-12-27;García S.L.;859.79;Transporte de mercancía;449
2026-12-28;Núñez Ortega y Cía.;4731.64;Consultoría técnica;305
2026-12-29;García S.L.;3491.62;Consultoría técnica;222
2026-12-30;Acme Distribuciones S.L.;1811.77;Consultoría técnica;389
2026-12-31;"Taller ""El Rápido""";1282.46;Servicio de mantenimiento;86
2027-01-01;Peña & Hijos;4376.92;Revisión anual de equipos;190
2027-01-02;Muñoz Hermanos;4213.78;Transporte de mercancía;403
2027-01-03;Acme Distribuciones S.L.;2136.41;Formación interna;104
2027-01-04;Núñez Ortega y Cía.;1797.31;Compra de material informático;32
2027-01-05;García S.L.;20.03;Compra de material informático;365
2027-01-06;Núñez Ortega y Cía.;101.47;Servicio de mantenimiento;342
2027-01-07;Ibáñez Logística;1945.02;Consultoría técnica;285
2027-01-08;Peña & Hijos;3114.25;Revisión anual de equipos;299
2027-01-09;García S.L.;3272.99;Revisión anual de equipos;399
2027-01-10;Peña & Hijos;4059.60;Revisión anual de equipos;338
2027-01-11;Peña & Hijos;2900.50;Servicio de mantenimiento;449
2027-01-12;Núñez Ortega y Cía.;1177.58;Transporte de mercancía;356
2027-01-13;"Taller ""El Rápido""";506.09;Formación interna;139
2027-01-14;Núñez Ortega y Cía.;3593.34;Formación interna;137
2027-01-15;Ibáñez Logística;4032.01;Consultoría técnica;475
2027-01-16;Fernández, Asociados;4341.63;Compra de material informático;278
2027-01-17;Acme Distribuciones S.L.;1208.30;Servicio de mantenimiento;188
2027-01-18;Núñez Ortega y Cía.;4793.56;Compra de material informático;357
2027-01-19;Muñoz Hermanos;1828.26;Compra de material informático;122
2027-01-20;García S.L.;4899.60;Revisión anual de equipos;448
2027-01-21;Ibáñez Logística;3212.30;Compra de material informático;432
2027-01-22;García S.L.;2926.21;Compra de material informático;231
2027-01-23;Acme Distribuciones S.L.;2913.78;Compra de material informático;313
2027-01-24;Fernández, Asociados;3177.27;Servicio de mantenimiento;189
2027-01-25;Acme Distribuciones S.L.;2020.13;Compra de material informático;81
2027-01-26;Núñez Ortega y Cía.;4966.54;Transporte de mercancía;141
2027-01-27;"Taller ""El Rápido""";240.68;Formación interna;33
2027-01-28;Núñez Ortega y Cía.;2767.75;Compra de material informático;415
2027-01-29;Peña & Hijos;1043.83;Transporte de mercancía;84
2027-01-30;Fernández, Asociados;321.85;Servicio de mantenimiento;24
2027-01-31;Núñez Ortega y Cía.;241.90;Formación interna;159
2027-02-01;Acme Distribuciones S.L.;3140.29;Consultoría técnica;258
2027-02-02;"Taller ""El Rápido""";1281.50;Formación interna;234
2027-02-03;Muñoz Hermanos;4914.96;Revisión anual de equipos;469
2027-02-04;García S.L.;1735.66;Revisión anual de equipos;297
2027-02-05;Núñez Ortega y Cía.;2226.01;Revisión anual de equipos;106
2027-02-06;Muñoz Hermanos;78.64;Consultoría técnica;134
2027-02-07;Fernández, Asociados;2886.26;Servicio de mantenimiento;76
2027-02-08;García S.L.;1029.43;Compra de material informático;481
2027-02-09;Acme Distribuciones S.L.;1229.49;Revisión anual de equipos;276
2027-02-10;Acme Distribuciones S.L.;753.98;Transporte de mercancía;70
2027-02-11;"Taller ""El Rápido""";672.67;Formación interna;423
2027-02-12;Peña & Hijos;2168.92;Consultoría técnica;234
2027-02-13;Núñez Ortega y Cía.;1193.12;Transporte de mercancía;48
2027-02-14;"Taller ""El Rápido""";393.68;Consultoría técnica;90
2027-02-15;Acme Distribuciones S.L.;348.60;Servicio de mantenimiento;360
2027-02-16;Núñez Ortega y Cía.;4210.34;Servicio de mantenimiento;293
2027-02-17;Ibáñez Logística;731.37;Consultoría técnica;342
2027-02-18;Peña & Hijos;2243.59;Consultoría técnica;59
2027-02-19;Ibáñez Logística;4325.86;Revisión anual de equipos;57
2027-02-20;Acme Distribuciones S.L.;3711.93;Compra de material informático;334
2027-02-21;Muñoz Hermanos;2914.72;Servicio de mantenimiento;123
2027-02-22;García S.L.;4203.58;Consultoría técnica;311
2027-02-23;Muñoz Hermanos;833.69;Consultoría técnica;190
2027-02-24;Peña & Hijos;3778.25;Servicio de mantenimiento;292
2027-02-25;García S.L.;4158.43;Servicio de mantenimiento;9
2027-02-26;Núñez Ortega y Cía.;1005.60;Compra de material informático;34
2027-02-27;Fernández, Asociados;1501.24;Compra de material informático;433
2027-02-28;Ibáñez Logística;143.32;Compra de material informático;130
2027-03-01;García S.L.;485.48;Transporte de mercancía;102
2027-03-02;García S.L.;3491.75;Formación interna;414
2027-03-03;"Taller ""El Rápido""";1007.38;Transporte de mercancía;445
2027-03-04;García S.L.;1080.09;Revisión anual de equipos;382
2027-03-05;Ibáñez Logística;2382.89;Transporte de mercancía;45
2027-03-06;Ibáñez Logística;3395.89;Formación interna;250
2027-03-07;Fernández, Asociados;4333.69;Consultoría técnica;2
2027-03-08;"Taller ""El Rápido""";3924.50;Consultoría técnica;388
2027-03-09;Muñoz Hermanos;2834.08;Revisión anual de equipos;202
2027-03-10;Acme Distribuciones S.L.;715.57;Compra de material informático;435
2027-03-11;Muñoz Hermanos;1413.25;Servicio de mantenimiento;104
2027-03-12;Ibáñez Logística;3942.43;Servicio de mantenimiento;189
2027-03-13;Muñoz Hermanos;2850.23;Revisión anual de equipos;110
2027-03-14;Peña & Hijos;4986.50;Formación interna;214
2027-03-15;Núñez Ortega y Cía.;1384.81;Transporte de mercancía;353
TOTAL;;2931490.11;;
